date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:55:27	124/124	---MCZ	200	added ('OK')	text/plain	date:Tue,%2024%20Jul%202018%2016:29:44%20GMT	https://getbootstrap.com/robots.txt		(from )
19:55:27	3172/3172	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202018%2016:29:44%20GMT	https://getbootstrap.com/docs/4.0/examples/starter-template/	E:/MyWork/calender/getbootstrap.com/docs/4.0/examples/starter-template/index.html	(from )
19:55:27	144877/144877	---MCZ	200	added ('OK')	text/css	date:Tue,%2024%20Jul%202018%2016:29:44%20GMT	https://getbootstrap.com/docs/4.0/dist/css/bootstrap.min.css	E:/MyWork/calender/getbootstrap.com/docs/4.0/dist/css/bootstrap.min.css	(from https://getbootstrap.com/docs/4.0/examples/starter-template/)
19:55:27	98/98	---MCZ	200	added ('OK')	text/css	date:Tue,%2024%20Jul%202018%2016:29:44%20GMT	https://getbootstrap.com/docs/4.0/examples/starter-template/starter-template.css	E:/MyWork/calender/getbootstrap.com/docs/4.0/examples/starter-template/starter-template.css	(from https://getbootstrap.com/docs/4.0/examples/starter-template/)
19:55:29	69597/69597	---M-Z	200	added ('OK')	application/javascript	etag:W/%2258d026fb-10fdd%22	https://code.jquery.com/jquery-3.2.1.slim.min.js	E:/MyWork/calender/code.jquery.com/jquery-3.2.1.slim.min.js	(from https://getbootstrap.com/docs/4.0/examples/starter-template/)
19:55:29	69597/69597	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2016:29:44%20GMT	https://getbootstrap.com/docs/4.0/assets/js/vendor/jquery-slim.min.js	E:/MyWork/calender/getbootstrap.com/docs/4.0/assets/js/vendor/jquery-slim.min.js	(from https://getbootstrap.com/docs/4.0/examples/starter-template/)
19:55:30	19188/19188	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2016:29:44%20GMT	https://getbootstrap.com/docs/4.0/assets/js/vendor/popper.min.js	E:/MyWork/calender/getbootstrap.com/docs/4.0/assets/js/vendor/popper.min.js	(from https://getbootstrap.com/docs/4.0/examples/starter-template/)
19:55:30	48944/48944	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2016:29:44%20GMT	https://getbootstrap.com/docs/4.0/dist/js/bootstrap.min.js	E:/MyWork/calender/getbootstrap.com/docs/4.0/dist/js/bootstrap.min.js	(from https://getbootstrap.com/docs/4.0/examples/starter-template/)
